,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
4,5426,Solana,SOL,solana,690,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462138515.0777776,578772291.7345016,True,,5,,,,2024-06-24T12:34:00.000Z,128.12946932727232,2375016340.7335405,230.0542,1.39673182,-4.37885288,-10.53489617,-23.92042128,-11.58447815,-34.2374895,59213562692.60928,2.6331,74157786601.27,,2024-06-24T12:34:00.000Z,,,,,,2024-06-24 14:36:37.568345
5,3408,USDC,USDC,usd-coin,19855,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32718805145.21032,32718805145.21032,False,,6,,,,2024-06-24T12:34:00.000Z,0.9999540855424703,5404869856.313616,165.6578,-0.01584143,0.00345882,0.00230088,-0.01671931,-0.00127778,0.01141318,32717302879.021057,1.4548,32717302879.02,,2024-06-24T12:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-24 14:36:37.568345
6,52,XRP,XRP,xrp,1342,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55618185850.0,99987512072.0,False,,7,,,,2024-06-24T12:35:00.000Z,0.47727502059513965,1063097326.6230457,167.846,0.48875662,-1.73632777,-4.88706012,-11.06157183,-8.17569918,-25.89710445,26545170797.023056,1.1809,47727502059.51,,2024-06-24T12:35:00.000Z,,,,,,2024-06-24 14:36:37.568345
7,11419,Toncoin,TON,toncoin,432,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2458290273.5884438,5108041713.923841,True,,8,3414166606.0,25176309494.3357,,2024-06-24T12:34:00.000Z,7.374071742747197,399841998.9868341,78.4771,1.64357893,-4.24645198,-5.11600206,15.00259998,40.85493085,41.35392396,18127608841.93882,0.8062,37667066063.42,,2024-06-24T12:34:00.000Z,,,,,,2024-06-24 14:36:37.568345
8,74,Dogecoin,DOGE,dogecoin,1010,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144840916383.70526,144840916383.70526,True,,9,,,,2024-06-24T12:35:00.000Z,0.11810123233110119,812603176.9041302,157.5633,1.11866649,-5.15884234,-11.9088475,-29.3002462,-21.33080181,-36.06578871,17105890716.881577,0.7607,17105890716.88,,2024-06-24T12:35:00.000Z,,,,,,2024-06-24 14:36:37.568345
9,2010,Cardano,ADA,cardano,1197,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35743185509.199,36994116264.584,False,,10,,,,2024-06-24T12:34:00.000Z,0.37462004733122817,295442671.06729007,22.5905,0.65121981,-3.22526829,-7.19548743,-18.7518347,-20.39850675,-44.56475469,13390113847.224997,0.5954,16857902129.91,,2024-06-24T12:34:00.000Z,,,,,,2024-06-24 14:36:37.568345
10,1958,TRON,TRX,tron,993,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87236520639.08223,87236580453.00171,True,,11,71659659264.0,8576801269.06169,,2024-06-24T12:34:00.000Z,0.11968799959631483,259420406.9745769,62.6258,1.01142525,-0.44960725,2.51205459,5.2351074,3.49329019,-1.95875919,10441164647.034384,0.4643,10441171806.04,,2024-06-24T12:34:00.000Z,,,,,,2024-06-24 14:36:37.568345
11,5994,Shiba Inu,SHIB,shiba-inu,835,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271281823554.1,589519729981366.6,False,,12,,,,2024-06-24T12:34:00.000Z,1.6837692183886958e-05,272435097.2007096,110.4434,1.29297009,-6.32354016,-15.0230992,-32.00722919,-32.95111896,-45.66431888,9921968456.149506,0.4412,9926151749.75,,2024-06-24T12:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-24 14:36:37.568345
12,5805,Avalanche,AVAX,avalanche,748,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393753681.1407161,443100051.1407161,False,,13,,,,2024-06-24T12:34:00.000Z,24.86000614893112,523989707.8168557,127.4558,2.54380653,-1.63957475,-13.03445972,-34.903604,-29.38825521,-57.1365316,9788718934.322466,0.4353,17793517555.43,,2024-06-24T12:34:00.000Z,,,,,,2024-06-24 14:36:37.568345
13,6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1460738779.1984422,8220178465.943645,,2024-06-24T12:34:00.000Z,5.627411678941214,174125873.63966137,93.7967,1.25263255,-2.36708868,-9.00252824,-22.89450834,-17.55313991,-43.35665233,8091955933.454743,0.3599,8091955933.45,,2024-06-24T12:34:00.000Z,,,,,,2024-06-24 14:36:37.568345
14,1975,Chainlink,LINK,chainlink,1798,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-06-24T12:34:00.000Z,13.301334875308292,291122687.41738427,68.5327,1.48501781,-1.78530778,-6.79508243,-22.04514552,-9.16412545,-35.67874316,8088541344.657594,0.3595,13301334875.31,,2024-06-24T12:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-24 14:36:37.568345
0,1,Bitcoin,BTC,bitcoin,11133,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19716018.0,19716018.0,False,,1,,,,2024-06-24T12:36:00.000Z,61258.1493182515,26352449595.81894,230.4116,0.4271078,-4.73764058,-6.55259569,-11.43471759,-4.28992221,-13.73630634,1207766774605.3342,53.7582,1286421135683.28,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:37:38.094688
1,1027,Ethereum,ETH,ethereum,9079,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122275692.65424195,122275692.65424195,True,,2,,,,2024-06-24T12:36:00.000Z,3324.104344972671,17345932745.521763,152.703,0.31239629,-4.98625586,-5.51945905,-10.89372331,6.12742197,-8.86181519,406457161236.50854,18.074,406457161236.51,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:37:38.094688
2,825,Tether USDt,USDT,tether,89401,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112941691562.6963,116079124154.2452,True,,3,,,,2024-06-24T12:36:00.000Z,0.9995514622686575,53821154447.49372,125.2418,-0.00671782,0.01671169,0.02897413,-0.02815584,-0.01767142,-0.04634653,112891032952.58879,5.02,116027058287.24,,2024-06-24T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-24 14:37:38.094688
3,1839,BNB,BNB,bnb,2186,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583569.3974072,147583569.3974072,False,,4,,,,2024-06-24T12:36:00.000Z,567.5603268278956,1775043007.2893581,28.8823,-0.13771689,-3.6826764,-5.02649393,-5.82215958,-6.42910845,-4.35956946,83762578881.61984,3.7283,83762578881.62,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:37:38.094688
4,5426,Solana,SOL,solana,690,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462138515.0777776,578772291.7345016,True,,5,,,,2024-06-24T12:36:00.000Z,128.07311891028627,2378802824.54186,230.5262,1.28735362,-4.42145048,-10.59504247,-23.94269037,-11.63354968,-34.28481171,59187520994.57934,2.6319,74125172541.29,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:37:38.094688
5,3408,USDC,USDC,usd-coin,19855,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32735506930.081676,32735506930.081676,False,,6,,,,2024-06-24T12:36:00.000Z,0.9999526097569355,5411864085.869967,166.322,-0.01086838,0.00351029,-0.00952938,-0.00840496,-0.02839329,-0.00319751,32733955586.45142,1.4556,32733955586.45,,2024-06-24T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-24 14:37:38.094688
6,52,XRP,XRP,xrp,1342,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55618185850.0,99987512072.0,False,,7,,,,2024-06-24T12:37:00.000Z,0.4771135459036807,1063310525.0362682,167.873,0.42300415,-1.76300417,-5.18556011,-11.07642407,-8.19574135,-25.94538083,26536189867.62342,1.1805,47711354590.37,,2024-06-24T12:37:00.000Z,,,,,,2024-06-24 14:37:38.094688
7,11419,Toncoin,TON,toncoin,432,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2458290273.5884438,5108041713.923841,True,,8,3414166606.0,25168614504.758785,,2024-06-24T12:36:00.000Z,7.37181790148374,399905815.55450726,77.9963,1.5689354,-4.34034882,-5.13424674,14.96540243,40.67178766,41.28681372,18122068245.882652,0.8059,37655553348.23,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:37:38.094688
8,74,Dogecoin,DOGE,dogecoin,1010,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144840916383.70526,144840916383.70526,True,,9,,,,2024-06-24T12:37:00.000Z,0.11793290750733551,812715225.6207615,157.6924,0.86461248,-5.32924199,-12.04751828,-29.38577541,-21.5094369,-36.17828326,17081510395.157228,0.7607,17081510395.16,,2024-06-24T12:37:00.000Z,,,,,,2024-06-24 14:37:38.094688
9,2010,Cardano,ADA,cardano,1197,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35743185509.199,36994116264.584,False,,10,,,,2024-06-24T12:36:00.000Z,0.37451655241456044,295350069.0972454,22.3894,0.61967774,-3.27882776,-7.21265417,-18.7641562,-20.40234902,-44.58554964,13386414609.219284,0.5953,16853244858.66,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:37:38.094688
10,1958,TRON,TRX,tron,993,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87236520639.08223,87236580453.00171,True,,11,71659659264.0,8576008162.363044,,2024-06-24T12:36:00.000Z,0.1196769319090443,259993356.01368555,63.0783,0.99612194,-0.45583513,2.50414997,5.22832675,3.47569649,-1.98921976,10440199140.505383,0.4642,10440206298.85,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:37:38.094688
11,5994,Shiba Inu,SHIB,shiba-inu,835,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271281823554.1,589519729981366.6,False,,12,,,,2024-06-24T12:36:00.000Z,1.683588722942311e-05,272905258.8412573,111.0558,1.20558271,-6.34641797,-15.03090671,-31.99042583,-32.96026991,-45.70021156,9920904848.31896,0.4412,9925087693.49,,2024-06-24T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-24 14:37:38.094688
12,5805,Avalanche,AVAX,avalanche,748,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393753681.1407161,443100051.1407161,False,,13,,,,2024-06-24T12:36:00.000Z,24.865019807056157,524253301.81907094,127.8706,2.53949749,-1.6108931,-13.07186966,-34.87447885,-29.38967157,-57.13659541,9790693080.66518,0.4354,17797106074.81,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:37:38.094688
13,6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1460738779.1984422,8217544659.61315,,2024-06-24T12:36:00.000Z,5.6256086143768975,174318041.11534128,94.3032,1.19708587,-2.40011636,-9.03242489,-22.9069745,-17.48615605,-43.37223599,8089363210.577506,0.3598,8089363210.58,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:37:38.094688
14,1975,Chainlink,LINK,chainlink,1798,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-06-24T12:36:00.000Z,13.295054703918419,291689903.8459575,69.0259,1.42864997,-1.82681154,-6.83867292,-22.05644986,-9.20936866,-35.68586696,8084722372.620974,0.3599,13295054703.92,,2024-06-24T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-24 14:37:38.094688
0,1,Bitcoin,BTC,bitcoin,11133,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19716018.0,19716018.0,False,,1,,,,2024-06-24T12:36:00.000Z,61258.1493182515,26352449595.81894,230.4116,0.4271078,-4.73764058,-6.55259569,-11.43471759,-4.28992221,-13.73630634,1207766774605.3342,53.7582,1286421135683.28,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:38:38.601561
1,1027,Ethereum,ETH,ethereum,9079,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122275692.65424195,122275692.65424195,True,,2,,,,2024-06-24T12:36:00.000Z,3324.104344972671,17345932745.521763,152.703,0.31239629,-4.98625586,-5.51945905,-10.89372331,6.12742197,-8.86181519,406457161236.50854,18.074,406457161236.51,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:38:38.601561
2,825,Tether USDt,USDT,tether,89401,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112941691562.6963,116079124154.2452,True,,3,,,,2024-06-24T12:36:00.000Z,0.9995514622686575,53821154447.49372,125.2418,-0.00671782,0.01671169,0.02897413,-0.02815584,-0.01767142,-0.04634653,112891032952.58879,5.02,116027058287.24,,2024-06-24T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-24 14:38:38.601561
3,1839,BNB,BNB,bnb,2186,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583569.3974072,147583569.3974072,False,,4,,,,2024-06-24T12:36:00.000Z,567.5603268278956,1775043007.2893581,28.8823,-0.13771689,-3.6826764,-5.02649393,-5.82215958,-6.42910845,-4.35956946,83762578881.61984,3.7283,83762578881.62,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:38:38.601561
4,5426,Solana,SOL,solana,690,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462138515.0777776,578772291.7345016,True,,5,,,,2024-06-24T12:36:00.000Z,128.07311891028627,2378802824.54186,230.5262,1.28735362,-4.42145048,-10.59504247,-23.94269037,-11.63354968,-34.28481171,59187520994.57934,2.6319,74125172541.29,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:38:38.601561
5,3408,USDC,USDC,usd-coin,19855,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32735506930.081676,32735506930.081676,False,,6,,,,2024-06-24T12:36:00.000Z,0.9999526097569355,5411864085.869967,166.322,-0.01086838,0.00351029,-0.00952938,-0.00840496,-0.02839329,-0.00319751,32733955586.45142,1.4556,32733955586.45,,2024-06-24T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-24 14:38:38.601561
6,52,XRP,XRP,xrp,1342,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55618185850.0,99987512072.0,False,,7,,,,2024-06-24T12:37:00.000Z,0.4771135459036807,1063310525.0362682,167.873,0.42300415,-1.76300417,-5.18556011,-11.07642407,-8.19574135,-25.94538083,26536189867.62342,1.1805,47711354590.37,,2024-06-24T12:37:00.000Z,,,,,,2024-06-24 14:38:38.601561
7,11419,Toncoin,TON,toncoin,432,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2458290273.5884438,5108041713.923841,True,,8,3414166606.0,25168614504.758785,,2024-06-24T12:36:00.000Z,7.37181790148374,399905815.55450726,77.9963,1.5689354,-4.34034882,-5.13424674,14.96540243,40.67178766,41.28681372,18122068245.882652,0.8059,37655553348.23,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:38:38.601561
8,74,Dogecoin,DOGE,dogecoin,1010,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144840916383.70526,144840916383.70526,True,,9,,,,2024-06-24T12:37:00.000Z,0.11793290750733551,812715225.6207615,157.6924,0.86461248,-5.32924199,-12.04751828,-29.38577541,-21.5094369,-36.17828326,17081510395.157228,0.7607,17081510395.16,,2024-06-24T12:37:00.000Z,,,,,,2024-06-24 14:38:38.601561
9,2010,Cardano,ADA,cardano,1197,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35743185509.199,36994116264.584,False,,10,,,,2024-06-24T12:36:00.000Z,0.37451655241456044,295350069.0972454,22.3894,0.61967774,-3.27882776,-7.21265417,-18.7641562,-20.40234902,-44.58554964,13386414609.219284,0.5953,16853244858.66,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:38:38.601561
10,1958,TRON,TRX,tron,993,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87236520639.08223,87236580453.00171,True,,11,71659659264.0,8576008162.363044,,2024-06-24T12:36:00.000Z,0.1196769319090443,259993356.01368555,63.0783,0.99612194,-0.45583513,2.50414997,5.22832675,3.47569649,-1.98921976,10440199140.505383,0.4642,10440206298.85,,2024-06-24T12:36:00.000Z,,,,,,2024-06-24 14:38:38.601561
